Row ID,Order Priority,Discount in %,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Manager
5778,Low,5,22.99,8.99,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,0.57,United States,West,California,Los Angeles,90068,4/21/2015,4/28/2015,18.27,37,881.74,40997,William
5780,Low,4,212.6,110.2,2548,Wayne Bass,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,0.73,United States,West,California,Los Angeles,90068,4/21/2015,4/25/2015,-513.79,33,7384.18,40997,William
4204,None,9,5.98,1.67,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",0.51,United States,West,California,Los Angeles,90068,6/4/2015,6/7/2015,23.87,81,448.26,29889,William
25095,Critical,0,4.37,5.15,2570,Yvonne Stephens,Regular Air,Consumer,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,United States,West,California,Davis,95616,4/25/2015,4/27/2015,-150.26,19,87.85,90327,William
25096,Critical,1,500.98,56.0,2570,Yvonne Stephens,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,0.6,United States,West,California,Davis,95616,4/25/2015,4/26/2015,4899.13,14,7429.63,90327,William
25097,Critical,2,12.58,5.16,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",0.43,United States,West,California,Davis,95616,4/25/2015,4/25/2015,44.71,18,224.29,90327,William
25098,Critical,10,7.7,3.68,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,0.52,United States,West,California,Davis,95616,4/25/2015,4/26/2015,-22.63,7,51.2,90327,William
18046,High,9,5.4,7.78,2610,Tommy Lutz,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,3M Organizer Strips,0.37,United States,West,California,Davis,95616,5/16/2015,5/17/2015,-136.25,9,49.24,86118,William
26032,High,10,41.94,2.99,2626,Lillian Fischer,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Extra Heavy Duty 4"" Binders",0.35,United States,West,California,Menlo Park,94025,2/7/2015,2/8/2015,164.08,6,237.8,90927,William
25594,Low,5,100.97,7.18,2638,Alicia Wood Shah,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Gyration Ultra Cordless Optical Suite,0.46,United States,West,Idaho,Boise,83704,6/8/2015,6/8/2015,881.47,13,1277.49,90951,William
21041,None,5,4.98,0.49,2639,Marianne Connor,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery White Multi-Purpose Labels,0.39,United States,West,New Mexico,Roswell,88201,3/19/2015,3/19/2015,3.84,3,14.2,90952,William
22438,Low,10,10.98,3.99,2647,Teresa Bishop,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples Surge Protector 6 outlet,0.58,United States,West,California,Bakersfield,93309,3/17/2015,3/24/2015,-21.03,5,52.21,91386,William
22439,Low,1,39.98,9.2,2647,Teresa Bishop,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,0.65,United States,West,California,Bakersfield,93309,3/17/2015,3/19/2015,117.52,4,170.32,91386,William
18949,Medium,6,47.9,5.86,2652,Brenda Ross,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1938,0.37,United States,West,California,Bakersfield,93309,5/25/2015,5/27/2015,21.78,2,94.2,89361,William
5338,High,5,165.2,19.99,2670,Yvonne Mann,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,0.59,United States,West,California,Los Angeles,90049,5/29/2015,5/29/2015,2008.71,167,27587.55,37924,William
5339,High,9,17.99,8.65,2670,Yvonne Mann,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Box,Model L Table or Wall-Mount Pencil Sharpener,0.57,United States,West,California,Los Angeles,90049,5/29/2015,5/29/2015,-80.53,71,1191.58,37924,William
21580,Critical,6,4.98,4.95,2699,Marcia Greenberg,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,0.37,United States,West,Arizona,Bullhead City,86442,5/22/2015,5/24/2015,-103.22,16,78.99,87677,William
20983,None,4,70.98,26.74,2699,Marcia Greenberg,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Hon Metal Bookcases, Black",0.6,United States,West,Arizona,Bullhead City,86442,4/8/2015,4/10/2015,-84.63,19,1345.33,87679,William
21422,Low,8,230.98,23.78,2729,Penny O Caldwell,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Bush® Cubix Conference Tables, Fully Assembled",0.6,United States,West,Washington,Bellingham,98226,3/6/2015,3/10/2015,501.69,4,924.8,88114,William
19987,Low,1,35.99,5.99,2741,Megan York,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,United States,West,Idaho,Caldwell,83605,3/12/2015,3/19/2015,218.23,10,316.28,89481,William
21323,Medium,1,220.98,64.66,2745,Arnold Gay,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",0.62,United States,West,Arizona,Chandler,85224,3/18/2015,3/19/2015,1049.03,11,2591.09,86184,William
24523,None,10,5.18,5.74,2773,Christina Zhu,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,United States,West,California,Dublin,94568,3/26/2015,3/28/2015,-29.0,2,10.96,91584,William
22095,Low,9,2.16,6.05,2781,Kelly Byers,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Peel & Stick Add-On Corner Pockets,0.37,United States,West,Oregon,Woodburn,97071,1/31/2015,2/4/2015,-37.79,2,5.48,87162,William
22096,Low,3,808.49,55.3,2781,Kelly Byers,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",0.4,United States,West,Oregon,Woodburn,97071,1/31/2015,2/7/2015,7576.11,11,8201.33,87162,William
22097,Low,0,6.48,8.19,2781,Kelly Byers,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,0.37,United States,West,Oregon,Woodburn,97071,1/31/2015,2/7/2015,-43.26,3,22.67,87162,William
20618,Low,0,17.52,8.17,2801,Jimmy Wang,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Bionaire 99.97% HEPA Air Cleaner,0.5,United States,West,Arizona,Chandler,85224,6/28/2015,7/3/2015,52.76,15,284.34,91049,William
18070,Medium,7,500.98,28.14,2803,Catherine Dorsey Burnett,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",0.38,United States,West,California,East Los Angeles,90022,2/5/2015,2/6/2015,2699.98,10,3913.02,86227,William
18071,Medium,10,178.47,19.99,2803,Catherine Dorsey Burnett,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,United States,West,California,East Los Angeles,90022,2/5/2015,2/7/2015,-170.98,1,180.14,86227,William
23803,Low,2,21.98,2.87,2823,Max Hurley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,0.55,United States,West,Nevada,North Las Vegas,89031,4/30/2015,5/2/2015,165.63,11,240.05,87240,William
22660,Low,2,27.48,4.0,2825,Carole Rosen,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,United States,West,Idaho,Boise,83701,5/20/2015,5/27/2015,19.31,3,87.21,89497,William
22661,Low,8,10.06,2.06,2825,Carole Rosen,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,0.39,United States,West,Idaho,Boise,83701,5/20/2015,5/24/2015,0.33,4,40.15,89497,William
24607,High,5,11.29,5.03,2828,Monica Howard,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,X-Rack™ File for Hanging Folders,0.59,United States,West,California,El Centro,92243,2/19/2015,2/21/2015,-35.26,8,90.46,87720,William
23431,Medium,7,39.48,1.99,2828,Monica Howard,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,United States,West,California,El Centro,92243,6/1/2015,6/2/2015,322.25,12,467.03,87721,William
23042,Medium,8,7.84,4.71,2855,Vicki Womble,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,0.35,United States,West,Washington,Des Moines,98198,1/21/2015,1/22/2015,-12.88,10,76.16,87316,William
23043,Medium,3,105.34,24.49,2855,Vicki Womble,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,0.61,United States,West,Washington,Des Moines,98198,1/21/2015,1/22/2015,618.13,10,1038.14,87316,William
23213,Low,9,6783.02,24.49,2855,Vicki Womble,Regular Air,Consumer,Technology,Office Machines,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,0.39,United States,West,Washington,Des Moines,98198,3/10/2015,3/14/2015,-14140.7,1,6296.0,87317,William
18998,High,3,896.99,19.99,2868,Eugene Clayton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,0.38,United States,West,Washington,Edmonds,98026,1/8/2015,1/10/2015,3602.13,6,5220.48,85826,William
19529,High,1,125.99,8.99,2868,Eugene Clayton,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M70,0.59,United States,West,Washington,Edmonds,98026,4/17/2015,4/18/2015,-582.65,1,113.44,85827,William
19293,None,8,15.99,13.18,2868,Eugene Clayton,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,West,Washington,Edmonds,98026,5/25/2015,5/27/2015,-66.58,4,66.02,85828,William
7599,None,0,8.33,1.99,2878,Susan Carroll Berman,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,United States,West,Washington,Seattle,98107,3/2/2015,3/4/2015,82.31,47,421.08,54369,William
21313,None,10,11.55,2.36,2931,Faye Hanna,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 309,0.55,United States,West,California,El Dorado Hills,95630,2/28/2015,2/28/2015,69.77,12,135.77,87619,William
20390,High,7,4.76,0.88,2962,Leonard Strauss,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,Wirebound Voice Message Log Book,0.39,United States,West,Colorado,Louisville,80027,5/7/2015,5/9/2015,33.35,10,48.33,88611,William
25282,Medium,3,85.99,0.99,3003,Roy Rouse,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,United States,West,Idaho,Coeur D Alene,83814,3/5/2015,3/6/2015,1037.1,20,1503.05,91586,William
7664,Low,8,6.48,6.81,3004,Maurice Everett,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1930,0.36,United States,West,California,Los Angeles,90049,2/10/2015,2/15/2015,-94.59,58,382.33,54949,William
7665,Low,9,20.98,53.03,3004,Maurice Everett,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",0.78,United States,West,California,Los Angeles,90049,2/10/2015,2/17/2015,-293.74,13,356.61,54949,William
23295,Critical,5,122.99,19.99,3005,Teresa Watts,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Therma-A-Bind 250T Electric Binding System,0.37,United States,West,Idaho,Coeur D Alene,83814,6/8/2015,6/11/2015,1039.75,12,1506.89,91389,William
25664,Low,8,6.48,6.81,3006,Thomas Spence,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1930,0.36,United States,West,Idaho,Idaho Falls,83402,2/10/2015,2/15/2015,-49.19,14,92.29,91388,William
25665,Low,9,20.98,53.03,3006,Thomas Spence,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",0.78,United States,West,Idaho,Idaho Falls,83402,2/10/2015,2/17/2015,-152.74,3,82.29,91388,William
22064,Critical,1,5.58,5.3,3017,Melvin Benton,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,0.35,United States,West,California,Encinitas,92024,1/9/2015,1/10/2015,-7.25,1,11.16,89071,William
22065,Critical,3,3.98,0.7,3017,Melvin Benton,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,4009® Highlighters by Sanford,0.52,United States,West,California,Encinitas,92024,1/9/2015,1/10/2015,31.2,11,45.22,89071,William
20516,Medium,7,8.33,1.99,3063,Ann Steele,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,United States,West,Washington,Kirkland,98034,2/26/2015,2/28/2015,11.95,6,50.28,88447,William
20517,Medium,3,499.99,24.49,3063,Ann Steele,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Sharp AL-1530CS Digital Copier,0.36,United States,West,Washington,Kirkland,98034,2/26/2015,2/27/2015,1773.61,5,2570.45,88447,William
19652,None,3,20.99,0.99,3063,Ann Steele,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory25,0.57,United States,West,Washington,Kirkland,98034,5/24/2015,5/26/2015,4.18,9,158.87,88449,William
23811,Low,3,6.45,1.34,3064,Clarence Crowder,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",0.36,United States,West,Washington,Lacey,98503,1/14/2015,1/19/2015,39.13,9,56.71,88448,William
2063,Low,6,19.23,6.15,3075,Gordon Brandt,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",0.44,United States,West,California,Los Angeles,90061,2/28/2015,2/28/2015,-25.38,4,84.6,14756,William
19756,High,0,65.99,5.99,3084,Debbie Hsu,Express Air,Small Business,Technology,Telephones and Communication,Small Box,i1000,0.58,United States,West,Washington,Lacey,98503,4/20/2015,4/22/2015,313.81,14,798.89,89879,William
20589,None,1,7.1,6.05,3084,Debbie Hsu,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,United States,West,Washington,Lacey,98503,6/24/2015,6/25/2015,-39.19,18,133.19,89880,William
20590,None,5,18.97,9.03,3084,Debbie Hsu,Regular Air,Small Business,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,United States,West,Washington,Lacey,98503,6/24/2015,6/25/2015,-1.89,5,97.33,89880,William
24200,Medium,6,19.99,11.17,3148,Leroy Field,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Telescoping Adjustable Floor Lamp,0.6,United States,West,Idaho,Post Falls,83854,1/14/2015,1/14/2015,-66.82,7,139.49,89716,William
24202,Medium,6,320.98,58.95,3149,Harriet Moore,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,0.57,United States,West,Idaho,Rexburg,83440,1/14/2015,1/16/2015,971.62,6,1952.43,89716,William
19625,None,1,145.98,46.2,3151,Glenda Hunter,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Rectangular Conference Tables,0.69,United States,West,California,Twentynine Palms,92277,6/3/2015,6/3/2015,-134.51,9,1370.79,88543,William
19618,Critical,1,3502.14,8.73,3151,Glenda Hunter,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,United States,West,California,Twentynine Palms,92277,2/4/2015,2/5/2015,-4075.93,1,3501.79,88544,William
19619,Critical,6,15.73,7.42,3151,Glenda Hunter,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,0.56,United States,West,California,Twentynine Palms,92277,2/4/2015,2/5/2015,-18.56,4,63.04,88544,William
23322,None,5,25.99,5.37,3151,Glenda Hunter,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,"BOSTON® Ranger® #55 Pencil Sharpener, Black",0.56,United States,West,California,Twentynine Palms,92277,2/16/2015,2/18/2015,220.36,18,451.35,88545,William
24723,Medium,4,17.24,3.26,3151,Glenda Hunter,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Fiskars 8"" Scissors, 2/Pack",0.56,United States,West,California,Twentynine Palms,92277,2/28/2015,2/28/2015,47.73,7,119.6,88546,William
24329,Medium,2,5.98,1.49,3151,Glenda Hunter,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,0.39,United States,West,California,Twentynine Palms,92277,3/11/2015,3/12/2015,28.53,10,59.9,88547,William
21734,High,1,99.23,8.99,3151,Glenda Hunter,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.35,United States,West,California,Twentynine Palms,92277,3/29/2015,4/2/2015,-87.46,1,99.22,88548,William
3406,None,3,200.97,15.59,3196,Rick Foster Hawkins,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,0.36,United States,West,California,San Francisco,94109,2/2/2015,2/3/2015,1951.3,43,8717.75,24294,William
18437,Low,7,5.98,0.96,3205,Alvin Mullins,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 315,0.6,United States,West,Idaho,Rexburg,83440,3/30/2015,4/3/2015,32.83,10,56.4,87933,William
18438,Low,1,39.98,4.0,3206,Dana Rankin,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,0.7,United States,West,Idaho,Twin Falls,83301,3/30/2015,4/4/2015,51.59,6,257.52,87933,William
21229,None,6,218.08,18.06,3206,Dana Rankin,Express Air,Consumer,Furniture,Chairs & Chairmats,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",0.57,United States,West,Idaho,Twin Falls,83301,5/21/2015,5/23/2015,969.42,7,1488.51,87934,William
20156,None,5,35.44,5.09,3206,Dana Rankin,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1932,0.38,United States,West,Idaho,Twin Falls,83301,5/28/2015,5/29/2015,553.33,23,801.93,87935,William
24637,Critical,3,4.98,4.62,3209,Elsie Floyd,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,United States,West,California,Beverly Hills,90210,6/28/2015,6/29/2015,-30.45,8,44.24,90739,William
19179,Low,6,115.99,5.92,3238,Kathleen P Bloom,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,8890,0.58,United States,West,Oregon,Corvallis,97330,6/4/2015,6/6/2015,-13.07,5,495.82,89564,William
21852,Medium,0,25.38,8.99,3257,Sharon Marcus,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",0.5,United States,West,Washington,Longview,98632,5/13/2015,5/15/2015,470.34,26,700.41,88826,William
23010,None,2,55.94,6.55,3258,Gretchen Best Wilkins,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",0.68,United States,West,Washington,Lynnwood,98037,3/21/2015,3/23/2015,401.85,11,646.88,88824,William
19214,Medium,4,9.99,11.59,3264,Becky Puckett,Regular Air,Corporate,Office Supplies,Paper,Small Box,Hammermill Color Copier Paper (28Lb. and 96 Bright),0.4,United States,West,California,Eureka,95501,5/19/2015,5/21/2015,-92.32,5,52.09,89835,William
19047,Low,2,13.48,4.51,3275,Tamara Dickinson,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",0.59,United States,West,Washington,Mount Vernon,98273,3/21/2015,3/23/2015,34.52,9,127.12,86233,William
19232,Low,4,449.99,24.49,3275,Tamara Dickinson,Regular Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC940 Copier,0.52,United States,West,Washington,Mount Vernon,98273,1/1/2015,1/5/2015,3576.88,12,5183.89,86234,William
19233,Low,1,5.84,1.2,3275,Tamara Dickinson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 312,0.55,United States,West,Washington,Mount Vernon,98273,1/1/2015,1/10/2015,20.38,6,36.09,86234,William
21567,Low,8,30.56,2.99,3287,Mary Norman,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Surelock™ Post Binders,0.35,United States,West,California,Granite Bay,95746,5/25/2015,5/27/2015,352.88,17,511.42,89897,William
25330,Medium,5,6.48,8.19,3324,Leslie Jacobson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,0.37,United States,West,Arizona,El Mirage,85335,2/12/2015,2/15/2015,-164.18,9,58.5,90985,William
20488,Low,0,8.74,8.29,3325,Diane Barr,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",0.38,United States,West,Oregon,Coos Bay,97420,6/24/2015,6/26/2015,-79.4,14,131.62,90986,William
23476,Critical,7,5.58,1.99,3325,Diane Barr,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,DIXON Ticonderoga® Erasable Checking Pencils,0.46,United States,West,Oregon,Coos Bay,97420,4/24/2015,4/26/2015,23.05,23,121.46,90987,William
22857,Medium,8,125.99,4.2,3340,Phillip Blum,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,i1000plus,0.57,United States,West,Oregon,Troutdale,97060,1/13/2015,1/14/2015,989.81,14,1434.51,85980,William
21485,Medium,1,73.98,12.14,3350,Amy York,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,0.67,United States,West,Washington,Parkland,98444,1/23/2015,1/25/2015,-29.07,5,384.22,91296,William
23248,Critical,10,10.89,4.5,3351,Nathan Wyatt,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,United States,West,Washington,Pasco,99301,2/4/2015,2/6/2015,-19.3,17,178.68,91297,William
23474,High,6,6.7,1.56,3351,Nathan Wyatt,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,0.52,United States,West,Washington,Pasco,99301,2/7/2015,2/9/2015,40.66,12,79.39,91298,William
19838,High,3,28.53,1.49,3354,Sara Faulkner,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,United States,West,California,Calexico,92231,5/16/2015,5/17/2015,137.68,7,199.53,88589,William
19839,High,7,5.98,7.15,3354,Sara Faulkner,Regular Air,Corporate,Office Supplies,Paper,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),0.36,United States,West,California,Calexico,92231,5/16/2015,5/18/2015,-62.0,6,37.05,88589,William
19666,None,4,3.69,0.5,3354,Sara Faulkner,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,0.38,United States,West,California,Calexico,92231,3/27/2015,3/29/2015,47.53,19,68.88,88590,William
23906,Low,10,120.98,9.07,3355,Glenda Simon,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Electric Binding Machine,0.35,United States,West,California,Camarillo,93010,2/28/2015,3/9/2015,379.4,5,549.85,88587,William
23907,Low,8,8.32,2.38,3355,Glenda Simon,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",0.74,United States,West,California,Camarillo,93010,2/28/2015,3/4/2015,-41.83,6,48.99,88587,William
23908,Low,10,125.99,4.2,3355,Glenda Simon,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,V3682,0.59,United States,West,California,Camarillo,93010,2/28/2015,2/28/2015,372.4,7,681.42,88587,William
18628,Medium,7,5.34,5.63,3356,Richard Tan,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",0.39,United States,West,Idaho,Eagle,83616,5/4/2015,5/6/2015,-116.35,13,66.65,88588,William
18629,Medium,3,160.98,30.0,3356,Richard Tan,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,West,Idaho,Eagle,83616,5/4/2015,5/5/2015,1304.9,18,2934.16,88588,William
18630,Medium,4,65.99,5.63,3356,Richard Tan,Express Air,Corporate,Technology,Telephones and Communication,Small Box,2190,0.56,United States,West,Idaho,Eagle,83616,5/4/2015,5/4/2015,605.05,15,876.88,88588,William
18640,Medium,8,125.99,7.69,3393,Irene Murphy,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,StarTAC 3000,0.59,United States,West,Washington,Pullman,99163,4/29/2015,4/30/2015,374.62,7,710.36,87908,William
19635,Critical,8,4.48,2.5,3393,Irene Murphy,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,0.37,United States,West,Washington,Pullman,99163,2/14/2015,2/15/2015,-3.24,19,80.2,87909,William
25914,High,10,105.98,13.99,3403,Tammy Buckley,Express Air,Consumer,Furniture,Office Furnishings,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",0.65,United States,West,Wyoming,Cheyenne,82001,2/8/2015,2/11/2015,349.48,5,506.5,87530,William
21776,Critical,6,9.48,7.29,11,Marcus Dunlap,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",0.45,United States,East,New Jersey,Roselle,7203,2/15/2015,2/17/2015,-53.81,22,211.15,90192,Erin
18181,Critical,0,4.42,4.99,15,Timothy Reese,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Grip Seal Envelopes,0.38,United States,East,New York,Smithtown,11787,4/8/2015,4/9/2015,-59.82,7,33.47,86837,Erin
20925,Medium,1,35.94,6.66,15,Timothy Reese,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",0.4,United States,East,New York,Smithtown,11787,5/28/2015,5/28/2015,261.88,10,379.53,86839,Erin
26267,High,4,2.98,1.58,16,Sarah Ramsey,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Gold Paper Clips,0.39,United States,East,New York,Syracuse,13210,2/12/2015,2/15/2015,2.63,6,18.8,86836,Erin
26268,High,5,115.99,2.5,16,Sarah Ramsey,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7797,0.55,United States,East,New York,Syracuse,13210,2/12/2015,2/14/2015,652.73,10,945.99,86836,Erin
